CIPFamily,CIPCode,Type,General,TextChange,CIPTitle,CIPDefinition,CrossReferences,Examples
60,60.0426,Health Professions,Health Professions,yes,Physical Medicine and Rehabilitation Residency Program.,"A residency training program that prepares physicians in the diagnosis, etiology, treatment, prevention and rehabilitation of neuromusculo-skeletal, cardiovascular, pulmonary and other system disorders common to patients of both sexes and all ages.  Includes instruction in physical examinations, design and prescription of rehabilitation strategies and the supervision of rehabilitation teams. This CIP code is not valid for IPEDS reporting.",,Examples: - Physical and Rehabilitation Medicine Residency Program
60,60.0427,Health Professions,Health Professions,no,Plastic Surgery Residency Program.,"A residency training program that prepares physicians in the repair, replacement and reconstruction of defects of form and function of the integument and its underlying musculoskeletal system, with emphasis on the craniofacial structures, the oropharynx, the hand, the breast and the external genitalia.  Includes instruction in aesthetic as well as reconstructive surgery. Requires prior completion of a program in general surgery. This CIP code is not valid for IPEDS reporting.",,Examples: - Physical and Rehabilitation Medicine Residency Program
60,60.0428,Health Professions,Health Professions,yes,Psychiatry Residency Program.,"A residency training program that prepares physicians in the diagnosis, treatment, and prevention of mental, emotional, behavioral and neurological disorders.  Includes instruction in psychotherapy, family counseling, referral, clinical diagnosis, and practice management. This CIP code is not valid for IPEDS reporting.",,Examples: - Physical and Rehabilitation Medicine Residency Program
60,60.0429,Health Professions,Health Professions,no,Public Health and General Preventive Medicine Residency Program.,"A residency training program that prepares physicians to promote health, prevent disease, and manage the health of communities and defined populations; combines population-based public health skills with knowledge of primary, secondary, and tertiary prevention-oriented clinical practice in a wide variety of settings. One of three general certificates in the area of preventive medicine. Note: this medical specialty merges the previous subspecialties of preventive medicine and public health medicine. This CIP code is not valid for IPEDS reporting.",,"Examples: - Public Health Medicine Residency Program, - Preventive Medicine Residency Program"
60,60.0430,Health Professions,Health Professions,no,Radiation Oncology Residency Program.,"A residency training program that prepares physicians in the use of ionizing radiation to treat patients with cancer and other diseases. Includes instruction in treatment planning, instrument design and operation, radiation physics and radiobiology. One of two general certificates in the area of radiology. This CIP code is not valid for IPEDS reporting.",,"Examples: - Public Health Medicine Residency Program, - Preventive Medicine Residency Program"
60,60.0431,Health Professions,Health Professions,no,Radiologic Physics Residency Program.,"A residency training program that prepares physicians in that branch of physics which includes the physical aspects of radiation therapy, radiologic diagnosis, and/or nuclear medicine. Radiologic physicists must specialize in at least one of the three subspecialty areas: therapeutic radiological physics, diagnostic radiological physics, and/or medical nuclear physics. This CIP code is not valid for IPEDS reporting.",,"Examples: - Public Health Medicine Residency Program, - Preventive Medicine Residency Program"
60,60.0432,Health Professions,Health Professions,no,Thoracic Surgery Residency Program.,"A residency training program that prepares physicians in the evaluation and surgical treatment of pulmonary, esophageal, mediastinal, chest wall, diaphragmatic and cardiovascular disorders.  Includes instruction in bronchoscopy and esophagoscope.  Requires prior completion of a program in general surgery. This CIP code is not valid for IPEDS reporting.",,"Examples: - Public Health Medicine Residency Program, - Preventive Medicine Residency Program"
60,60.0433,Health Professions,Health Professions,yes,Urology Residency Program.,"A residency training program that prepares physicians to manage congenital and acquired conditions of the genitourinary system and contiguous structures including the adrenal gland, including conditions extending from the fetus to the elderly and which may be benign or malignant. This specialist is skilled in medical and open surgical therapy of these conditions, as well as endoscopic, percutaneous, and other minimally invasive methods. This CIP code is not valid for IPEDS reporting.",,"Examples: - Public Health Medicine Residency Program, - Preventive Medicine Residency Program"
60,60.0434,Health Professions,Health Professions,yes,Vascular Surgery Residency Program.,"A residency training program that prepares physicians in the surgical treatment of diseases and disorders of the arterial, venous and lymphatic circulatory systems and of the heart and thoracic aorta. This CIP code is not valid for IPEDS reporting.",,"Examples: - Public Health Medicine Residency Program, - Preventive Medicine Residency Program"
60,60.0499,Health Professions,Health Professions,no,"Medical Residency Programs - General Certificates, Other.",Any general-certificate medical residency program not listed above. This CIP code is not valid for IPEDS reporting.,,"Examples: - Public Health Medicine Residency Program, - Preventive Medicine Residency Program"
60,60.05,Health Professions,Health Professions,no,Medical Residency Programs - Subspecialty Certificates.,Instructional content for this group of programs is defined in codes 60.0501 - 60.0599. These CIP codes are not valid for IPEDS reporting.,,"Examples: - Public Health Medicine Residency Program, - Preventive Medicine Residency Program"
60,60.0501,Health Professions,Health Professions,no,Addiction Psychiatry Residency Program.,"A residency training program that prepares physicians in the evaluation and treatment of individuals with alcohol, drug, or other substance-related disorders, and of individuals with the dual diagnosis of substance-related and other psychiatric disorders. Requires prior completion of a program in psychiatry. This CIP code is not valid for IPEDS reporting.",,"Examples: - Public Health Medicine Residency Program, - Preventive Medicine Residency Program"
60,60.0502,Health Professions,Health Professions,no,Adolescent Medicine Residency Program.,"A residency training program that prepares physicians in the unique physical, psychological, and social characteristics of adolescents and their healthcare problems and needs. Requires prior completion of a program in family medicine, internal medicine, or pediatrics. This CIP code is not valid for IPEDS reporting.",,"Examples: - Public Health Medicine Residency Program, - Preventive Medicine Residency Program"
60,60.0503,Health Professions,Health Professions,yes,Blood Banking/Transfusion Medicine Residency Program.,"A residency training program that prepares physicians for the maintenance of an adequate blood supply, blood donor and patient-recipient safety, and appropriate blood utilization.  Includes directing the preparation and safe use of specially prepared blood components, including red blood cells, white blood cells, platelets and plasma constituents, and marrow or stem cells for transplantation. Requires prior completion of a program in pathology. This CIP code is not valid for IPEDS reporting.",,Examples: - Blood Banking Residency Program
60,60.0504,Health Professions,Health Professions,yes,Cardiovascular Disease Residency Program.,"A residency training program that prepares physicians to specialize in diseases of the heart and blood vessels and to manage complex cardiac conditions such as heart attacks and life-threatening, abnormal heartbeat rhythms. Requires prior completion of a program in internal medicine. This CIP code is not valid for IPEDS reporting.",,Examples: - Cardiology Residency Program
60,60.0505,Health Professions,Health Professions,no,Chemical Pathology Residency Program.,"A residency training program that prepares physicians in the use and interpretation of chemical analyses, chemical diagnoses and management, and the supervision of chemical pathology laboratories.  Includes instruction in basic and applied analytical chemical pathology; instrumentation data processing and chemical laboratory management. Requires prior completion of a program in medical pathology. This CIP code is not valid for IPEDS reporting.",,Examples: - Cardiology Residency Program
60,60.0506,Health Professions,Health Professions,no,Child Abuse Pediatrics Residency Program.,"A residency training program that prepares physicians to accurately diagnose abuse, consult with community agencies on child safety, provide expertise in courts of law, treat consequences of abuse and neglect, direct child abuse and neglect prevention programs and participate on multidisciplinary investigative teams, and manage child abuse cases. Requires prior completion of a program in pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Cardiology Residency Program
60,60.0507,Health Professions,Health Professions,yes,Child and Adolescent Psychiatry Residency Program.,"A residency training program that prepares physicians in the diagnosis and treatment of developmental, behavioral, emotional, and mental disorders of childhood and adolescence. Requires prior completion of a program in psychiatry. This CIP code is not valid for IPEDS reporting.",,Examples: - Child Psychiatry Residency Program
60,60.0508,Health Professions,Health Professions,no,Clinical Cardiac Electrophysiology Residency Program.,"A residency training program, within the subspecialty of cardiovascular disease, which prepares physicians in intricate technical procedures to evaluate heart rhythms and determine appropriate treatment. Requires prior completion of a program in internal medicine. This CIP code is not valid for IPEDS reporting.",,Examples: - Child Psychiatry Residency Program
60,60.0509,Health Professions,Health Professions,no,Clinical Neurophysiology Residency Program.,"A residency training program that prepares physicians in the diagnosis and management of central, peripheral, and autonomic nervous system disorders using a combination of clinical evaluation and electrophysiologic testing such as electroencephalography (EEG), electromyography (EMG), and nerve conduction studies (NCS). Requires prior completion of a program in neurology, child neurology, or psychiatry. This CIP code is not valid for IPEDS reporting.",,Examples: - Child Psychiatry Residency Program
60,60.0510,Health Professions,Health Professions,no,Congenital Cardiac Surgery Residency Program.,"A residency training program that prepares physicians in the operative treatment of structural abnormalities involving the heart and major blood vessels, including defects resulting from congenital malformations as well as defects acquired in infants and children; includes care of patients from the fetus to the adult. Requires prior completion of a program in thoracic surgery. This CIP code is not valid for IPEDS reporting.",,Examples: - Child Psychiatry Residency Program
60,60.0511,Health Professions,Health Professions,yes,Critical Care Medicine Residency Program.,"A residency training program that prepares physicians in the management of care for patients with acutely life-threatening conditions which may include multiple organ failure. Includes instruction in the management of critical care units, emergency procedures and post-discharge care of former critical care patients. Requires prior completion of a program in anesthesiology, internal medicine, or obstetrics and gynecology. Note: critical care anesthesiology is no longer a medical subspecialty, but anesthesiologists may complete a subspecialty in critical care medicine. This CIP code is not valid for IPEDS reporting.",,Examples: - Critical Care Anesthesiology Residency Program
60,60.0512,Health Professions,Health Professions,yes,Cytopathology Residency Program.,"A residency training program that prepares individuals to study, prevent, and manage human diseases manifested in cells. Includes instruction in laboratory procedures, laboratory management, quality assurance, screening, specimen collection, cytopreparation, cytometric and image analysis, and related immunological and molecular techniques. Requires prior completion of a program in pathology. This CIP code is not valid for IPEDS reporting.",,Examples: - Critical Care Anesthesiology Residency Program
60,60.0513,Health Professions,Health Professions,no,Dermatopathology Residency Program.,A residency training program that prepares physicians in the clinical and microscopic diagnosis and analysis of skin diseases and disorders.  Includes instruction in laboratory administration and the supervision and training of support personnel.  Requires prior completion of a program in dermatology or pathology. This CIP code is not valid for IPEDS reporting.,,Examples: - Critical Care Anesthesiology Residency Program
60,60.0514,Health Professions,Health Professions,no,Developmental-Behavioral Pediatrics Residency Program.,"A residency training program that prepares physicians to assist in the prevention, diagnosis, and management of developmental difficulties and problematic behaviors in children, and in the family dysfunctions that compromise children's development; and to foster understanding and promotion of optimal development of children and families through research, education, clinical care, and advocacy efforts. Requires prior completion of a program in pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Critical Care Anesthesiology Residency Program
60,60.0515,Health Professions,Health Professions,no,Diagnostic Radiologic Physics Residency Program.,"A residency training program that prepares physicians in the diagnostic applications of x-rays, gamma rays from sealed sources, ultrasonic radiation, and magnetic resonance; and in the use of equipment associated with their production and use, including radiation safety. One of the three subspecialties available to residents in radiologic physics who must select one or more subspecialty areas. This CIP code is not valid for IPEDS reporting.",,Examples: - Critical Care Anesthesiology Residency Program
60,60.0516,Health Professions,Health Professions,yes,"Endocrinology, Diabetes and Metabolism Residency Program.","A residency training program that prepares physicians to specialize in disorders of the internal (endocrine) glands such as the thyroid and adrenal glands, and to deal with disorders such as diabetes, metabolic and nutritional disorders, obesity, pituitary diseases, and menstrual and sexual problems. Requires prior completion of a program in internal medicine. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0517,Health Professions,Health Professions,no,Forensic Pathology Residency Program.,"A residency training program that prepares physicians in the performance of medical autopsies, the analysis of human remains and crime scenes, and the legal follow-up and responsibilities of public pathologists.  Requires prior completion of a program in pathology. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0518,Health Professions,Health Professions,no,Forensic Psychiatry Residency Program.,"A residency training program that prepares physicians to evaluate individuals involved with the legal system and provide specialized treatment to those incarcerated in jails, prisons, and forensic psychiatry hospitals; and who focus on the interrelationships between psychiatry and civil, criminal, and administrative law. Requires prior completion of a program in psychiatry. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0519,Health Professions,Health Professions,no,Gastroenterology Residency Program.,"A residency training program that prepares physicians in the diagnosis and treatment of patients with digestive and other gastrointestinal disorders.  Includes instruction in surgical procedures, cancer of the digestive system, nutrition and malnutrition, and counseling the behavioral adjustment of patients with chronic problems.  Requires prior completion of a program in internal medicine. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0520,Health Professions,Health Professions,no,Geriatric Medicine Residency Program.,"A residency training program that prepares physicians in the care and management of elderly patients in acute, ambulatory, community and long-term care settings, and the treatment of diseases and conditions associated with the aging process.  Includes instruction in ethical and legal issues, behavioral aspects of illness, socioeconomic factors in care and rehabilitation therapies.  Requires prior completion of a program in family medicine or internal medicine. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0521,Health Professions,Health Professions,no,Geriatric Psychiatry Residency Program.,"A residency training program that prepares physicians in the prevention, evaluation, diagnosis, and treatment of mental and emotional disorders in the elderly, and to improve the psychiatric care of the elderly both in health and in disease. Requires prior completion of a program in psychiatry. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0522,Health Professions,Health Professions,no,Gynecologic Oncology Residency Program.,"A residency training program that prepares physicians for consultation and comprehensive management of patients with gynecologic cancer, including those diagnostic and therapeutic procedures necessary for the total care of the patient with gynecologic cancer and resulting complications. Requires prior completion of a program in obstetrics and gynecology. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0523,Health Professions,Health Professions,no,Hematological Pathology Residency Program.,A residency training program that prepares physicians in the laboratory and analytical procedures for studying all facets of hematologic and coagulation disorders.  Includes instruction in the management of hematology laboratories.  Requires prior completion of a program in pathology. This CIP code is not valid for IPEDS reporting.,,Examples: - Endocrinology and Metabolism Residency Program
60,60.0524,Health Professions,Health Professions,yes,Hematology Residency Program.,"A residency training program that prepares physicians in the mechanisms and therapy of diseases of the blood, bone marrow, spleen, and lymph, including patient management, diagnostic tests, biopsies and other procedures. Requires prior completion of a program in internal medicine or pathology. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0525,Health Professions,Health Professions,no,Hospice and Palliative Medicine Residency Program.,"A residency training program that prepares physicians to prevent and relieve the suffering experienced by patients with life-limiting illnesses and to maximize quality of life while addressing the physical, psychological, social, and spiritual needs of both patient and family throughout the course of the disease, including through the dying process and subsequent family grieving. Requires prior completion of a program in anesthesiology, emergency medicine, family medicine, internal medicine, neurology, child neurology, obstetrics and gynecology, pediatrics, physical medicine and rehabilitation, psychiatry, radiation oncology, or general surgery. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0526,Health Professions,Health Professions,no,Immunopathology Residency Program.,"A residency training program that prepares physicians in the diagnosis, treatment and laboratory management of immunologic diseases.  Includes instruction in diagnostic surgical pathology, management of organ transplantation and immunotherapy.  Requires prior completion of a program in pathology. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0527,Health Professions,Health Professions,no,Infectious Disease Residency Program.,"A residency training program that prepares physicians in the natural history, prevention and treatment of major infectious diseases, including sexually transmitted diseases, and the long-term management of patients.  Includes instruction in epidemiology, identification and specimen collection techniques, and quality assurance and cost containment.  Requires prior completion of a program in internal medicine. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0528,Health Professions,Health Professions,no,Interventional Cardiology Residency Program.,"A residency training program, within the subspecialty of cardiology, which trains physicians in the use of specialized imaging and other diagnostic techniques to evaluate blood flow and pressure in the coronary arteries and chambers of the heart, and in the use of technical procedures and medications to treat abnormalities that impair the function of the cardiovascular system. Requires prior completion of a program in internal medicine. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0529,Health Professions,Health Professions,no,Laboratory Medicine Residency Program.,"A residency training program that prepares physicians in the principles and practices of applied medical research and related techniques, equipment, data systems and research design.  Includes instruction in the management of medical laboratories in research and health care facilities. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0530,Health Professions,Health Professions,no,Maternal and Fetal Medicine Residency Program.,"A residency training program that prepares physicians to care for, or provide consultation on, patients with complications of pregnancy, based on advanced knowledge of the obstetrical, medical, and surgical complications of pregnancy, and their effect on both the mother and the fetus, and expertise in the most current diagnostic and treatment modalities used in the care of patients with complicated pregnancies. Requires prior completion of a program in obstetrics and gynecology. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0531,Health Professions,Health Professions,no,Medical Biochemical Genetics Residency Program.,"A residency training program that prepares physicians in the diagnosis and medical management of individuals with inborn errors of metabolism, including the provision of direct care and consultative care for individuals of all ages. Requires prior completion of a program in medical genetics. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0532,Health Professions,Health Professions,no,Medical Microbiology Residency Program.,"A residency training program that prepares physicians in the isolation and identification of microbial agents that cause infectious disease, including viruses, bacteria, fungi, and parasites. Requires prior completion of a program in pathology. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0533,Health Professions,Health Professions,no,Medical Nuclear Physics Residency Program.,"A residency training program that prepares physicians in the therapeutic and diagnostic applications of radionuclides (except those used in sealed sources for therapeutic purposes); and in the use of equipment associated with their production and use, including radiation safety. One of the three subspecialties available to residents in radiologic physics who must select one or more subspecialty areas. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0534,Health Professions,Health Professions,yes,Medical Oncology Residency Program.,"A residency training program that prepares physicians in the diagnosis and treatment of all types of cancer and other benign and malignant tumors; this includes deciding on and administering therapy for these malignancies, as well as consulting with surgeons and radiotherapists on other treatments for cancer. Requires prior completion of a program in internal medicine. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0535,Health Professions,Health Professions,no,Medical Toxicology Residency Program.,"A residency training program that prepares physicians who specialize in the prevention, evaluation, treatment, and monitoring of injury and illness from exposures to drugs and chemicals, as well as exposures to biological and radiological agents. Important areas include acute drug poisoning; adverse drug events; drug abuse, addiction and withdrawal; chemicals and hazardous materials; terrorism preparedness; venomous bites and stings; and environmental and workplace exposures. Requires prior completion of a program in emergency medicine, pediatrics, or preventive medicine. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0536,Health Professions,Health Professions,no,Molecular Genetic Pathology Residency Program.,"A residency training program that prepares physicians to make or confirm diagnoses of Mendelian genetic disorders, disorders of human development, infectious diseases and malignancies, and to assess the natural history of those disorders, using the principles, theory, and technologies of molecular biology and molecular genetics. Requires prior completion of a program in medical genetics or pathology. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0537,Health Professions,Health Professions,no,Musculoskeletal Oncology Residency Program.,"A residency training program that prepares physicians in the diagnosis and treatment of musculoskeletal neoplasm, and the application of cancer therapy regimes. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0538,Health Professions,Health Professions,yes,Neonatal-Perinatal Medicine Residency Program.,"A residency training program that prepares physicians in the physiology of the normal neonate, the patho-physiology of the sick infant, and the diagnosis and management of problems of the newborn infant, including consulting with obstetricians to plan for the care of women with high-risk pregnancies. Requires prior completion of a program in pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0539,Health Professions,Health Professions,no,Nephrology Residency Program.,"A residency training program that prepares physicians in the pathogenesis, natural history and management of congenital and acquired diseases of the kidney and urinary tract and renal diseases associated with systemic disorders.  Includes instruction in organ transplantation and dialysis therapy.  Requires prior completion of a program in internal medicine. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0540,Health Professions,Health Professions,no,Neurodevelopmental Disabilities Residency Program.,"A residency training program that prepares physicians to treat children having developmental delays or learning disorders, including those associated with visual and hearing impairment, mental retardation, cerebral palsy, spina bifida, autism, and other chronic neurologic conditions. Requires prior completion of a program in neurology, child neurology, or pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0541,Health Professions,Health Professions,no,Neuromuscular Medicine Residency Program.,"A residency training program that prepares physicians in the diagnosis and management of disorders of nerve, muscle, or neuromuscular junction, including amyotrophic lateral sclerosis, peripheral neuropathies, various muscular dystrophies, congenital and acquired myopathies, inflammatory myopathies, and neuromuscular transmission disorders. Requires prior completion of a program in neurology, child neurology, or physical medicine and rehabilitation. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0542,Health Professions,Health Professions,no,Neuropathology Residency Program.,A residency training program that prepares physicians in the laboratory analysis of nerve tissues and the clinical diagnosis of neurological and neuromuscular diseases.  Includes instruction in nerve biopsies and necropsies.  Requires prior completion of a program in pathology. This CIP code is not valid for IPEDS reporting.,,Examples: - Endocrinology and Metabolism Residency Program
60,60.0543,Health Professions,Health Professions,no,Neuroradiology Residency Program.,"A residency training program that prepares diagnostic radiologists in the diagnosis and treatment of disorders of the brain, spine, spinal cord, peripheral nerves, and head and neck in adults and children. Requires prior completion of a program in diagnostic radiology. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0544,Health Professions,Health Professions,no,Neurotology Residency Program.,"A residency training program that prepares physicians to treat diseases of the ear and temporal bone, including disorders of hearing and balance. Requires prior completion of a program in otolaryngology. This CIP code is not valid for IPEDS reporting.",,Examples: - Endocrinology and Metabolism Residency Program
60,60.0545,Health Professions,Health Professions,no,Nuclear Radiology Residency Program.,A residency training program that prepares physicians in the imaging by external detection of radionuclides and/or biodistribution by external detection of radionuclides for diagnosis of disease.  Requires prior partial completion of a program in diagnostic radiology. This CIP code is not valid for IPEDS reporting.,,Examples: - Endocrinology and Metabolism Residency Program
60,60.0546,Health Professions,Health Professions,no,Orthopedic Sports Medicine Residency Program.,A residency training program that prepares physicians to prevent and manage athletic injuries and to provide appropriate care for all structures of the musculoskeletal system directly affected by participation in sporting activity. Requires prior completion of a program in orthopedic surgery. This CIP code is not valid for IPEDS reporting.,,Examples: - Orthopaedic Sports Medicine Residency Program
60,60.0547,Health Professions,Health Professions,no,Orthopedic Surgery of the Spine Residency Program.,"A residency training program that prepares individuals for the study, prevention and treatment of spinal column disease, disorders, and injuries by medical, physical and surgical methods. Includes instruction in pathogenesis and diagnosis of clinical disorders of the spine; non-operative treatment modalities;  invasive modalities; basic sciences related to the musculoskeletal system; spinal degeneration; spinal neurologic function; pre- and post-operative management; and patient evaluation. This CIP code is not valid for IPEDS reporting.",,Examples: - Orthopaedic Sports Medicine Residency Program
60,60.0548,Health Professions,Health Professions,no,Pain Medicine Residency Program.,"A residency training program that prepares physicians in the diagnosis and treatment of the entire range of painful disorders, either as a primary physician or consultant, for patients experiencing problems with acute, chronic, and/or cancer pain in both hospital and ambulatory settings. Requires prior completion of a program in anesthesiology, neurology, child neurology, physical medicine and rehabilitation, or psychiatry. This CIP code is not valid for IPEDS reporting.",,Examples: - Orthopaedic Sports Medicine Residency Program
60,60.0549,Health Professions,Health Professions,no,Pediatric Cardiology Residency Program.,"A residency training program that prepares physicians in the diagnosis and management of diseases and disorders of the cardiovascular and cardiopulmonary systems of infants, children and adolescents.  Includes instruction in related public health and community medicine issues.  Requires prior completion of a program in pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Orthopaedic Sports Medicine Residency Program
60,60.0550,Health Professions,Health Professions,no,Pediatric Critical Care Medicine Residency Program.,"A residency training program that prepares physicians in advanced life support for children, from the term or near-term neonate to the adolescent. This includes critical care management of life-threatening organ system failure in both medical and surgical patients, and support of vital physiological functions. Requires prior completion of a program in pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Orthopaedic Sports Medicine Residency Program
60,60.0551,Health Professions,Health Professions,no,Pediatric Dermatology Residency Program.,"A residency training program that prepares physicians in the treatment of specific skin disease categories, with emphasis on those diseases which predominate in infants, children, and adolescents. Requires prior completion of a program in dermatology. This CIP code is not valid for IPEDS reporting.",,Examples: - Orthopaedic Sports Medicine Residency Program
60,60.0552,Health Professions,Health Professions,no,Pediatric Emergency Medicine Residency Program.,A residency training program that prepares physicians to manage emergencies in infants and children. Requires prior completion of a program in emergency medicine or pediatrics. This CIP code is not valid for IPEDS reporting.,,Examples: - Orthopaedic Sports Medicine Residency Program
60,60.0553,Health Professions,Health Professions,no,Pediatric Endocrinology Residency Program.,A residency training program that prepares physicians in the diagnosis and management of endocrine diseases and the regulation of hormone balance in childhood and adolescence.  Requires prior completion of a program in pediatrics. This CIP code is not valid for IPEDS reporting.,,Examples: - Orthopaedic Sports Medicine Residency Program
60,60.0554,Health Professions,Health Professions,no,Pediatric Gastroenterology Residency Program.,"A residency training program that prepares physicians in the diagnosis and treatment of diseases of the digestive systems of infants, children, and adolescents; includes treatment of conditions such as abdominal pain, ulcers, diarrhea, cancer, and jaundice, and performance of complex diagnostic and therapeutic procedures using lighted scopes to see internal organs. Requires prior completion of a program in pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Orthopaedic Sports Medicine Residency Program
60,60.0555,Health Professions,Health Professions,yes,Pediatric Hematology-Oncology Residency Program.,"A residency training program that prepares physicians in the diagnosis and management of hematologic disorders and malignant diseases, including blood and bone marrow function, in infancy, childhood and adolescence.  Requires prior completion of a program in pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Pediatric Hemato-Oncology Residency Program
60,60.0556,Health Professions,Health Professions,no,Pediatric Infectious Diseases Residency Program.,"A residency training program that prepares physicians in the diagnosis, treatment, and prevention of infectious diseases in children; and to effect a better outcome for pediatric infections with complicated courses, underlying diseases that predispose to unusual or severe infections, unclear diagnoses, uncommon diseases, and complex or investigational treatments. Requires prior completion of a program in pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Pediatric Hemato-Oncology Residency Program
60,60.0557,Health Professions,Health Professions,no,Pediatric Nephrology Residency Program.,"A residency training program that prepares physicians in the diagnosis and management of infants, children and adolescents with renal and genito-urinary problems, hypertension and disorders of body fluid physiology.  Requires prior completion of a program in pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Pediatric Hemato-Oncology Residency Program
60,60.0558,Health Professions,Health Professions,no,Pediatric Orthopedics Residency Program.,"A residency training program that prepares physicians in the diagnosis, surgical and non-surgical treatment, and management of musculoskeletal diseases, abnormalities and trauma in infants, children and adolescents.  Requires prior completion of a program in orthopedic surgery. This CIP code is not valid for IPEDS reporting.",,Examples: - Pediatric Hemato-Oncology Residency Program
60,60.0559,Health Professions,Health Professions,no,Pediatric Otolaryngology Residency Program.,"A residency training program that prepares physicians to diagnose, treat and manage disorders of infants and children that include congenital and acquired conditions involving the aerodigestive tract, nose and paranasal sinuses, the ear, and other areas of the head and neck; this includes special skills in the diagnosis, treatment, and management of childhood disorders of voice, speech, language, and hearing. Requires prior completion of a program in otolaryngology. This CIP code is not valid for IPEDS reporting.",,Examples: - Pediatric Hemato-Oncology Residency Program
60,60.0560,Health Professions,Health Professions,no,Pediatric Pathology Residency Program.,"A residency training program that prepares physicians in the laboratory diagnosis of diseases that occur during fetal growth, infancy, and child development, based on knowledge of general pathology, normal growth and development, and pediatric medicine. Requires prior completion of a program in pathology. This CIP code is not valid for IPEDS reporting.",,Examples: - Pediatric Hemato-Oncology Residency Program
60,60.0561,Health Professions,Health Professions,no,Pediatric Pulmonology Residency Program.,"A residency training program that prepares physicians in the prevention and treatment of all respiratory diseases affecting infants, children, and young adults, based on knowledge of the growth and development of the lung, assessment of respiratory function in infants and children, and experience in a variety of invasive and noninvasive diagnostic techniques. Requires prior completion of a program in pediatrics. This CIP code is not valid for IPEDS reporting.",,Examples: - Pediatric Hemato-Oncology Residency Program
60,60.0562,Health Professions,Health Professions,no,Pediatric Radiology Residency Program.,"A residency training program that prepares physicians in all forms of diagnostic imaging as it pertains to the diagnosis and treatment of diseases in the newborn, infant, child, and adolescent. Requires prior completion of a program in diagnostic radiology. This CIP code is not valid for IPEDS reporting.",,Examples: - Pediatric Hemato-Oncology Residency Program
60,60.0563,Health Professions,Health Professions,no,Pediatric Rehabilitation Medicine Residency Program.,"A residency training program that prepares physicians to use an interdisciplinary approach to prevent, diagnose, treat, and manage congenital and childhood-onset physical impairments in children and young adults, including related medical, physical, functional, psychosocial, and vocational limitations or conditions. Requires prior completion of a program in physical medicine and rehabilitation. This CIP code is not valid for IPEDS reporting.",,Examples: - Pediatric Hemato-Oncology Residency Program
