"CIPCode2000","CIPTitle2000","Action","Text change","CIPCode2010","CIPTitle2010"
="51.0000","Health Services/Allied Health/Health Sciences, General.","No substantive changes",no,="51.0000","Health Services/Allied Health/Health Sciences, General."
"","","New",no,="51.0001","Health and Wellness, General."
="51.01","Chiropractic (DC).","No substantive changes",no,="51.01","Chiropractic."
="51.0101","Chiropractic (DC).","No substantive changes",no,="51.0101","Chiropractic."
="51.02","Communication Disorders Sciences and Services.","No substantive changes",no,="51.02","Communication Disorders Sciences and Services."
="51.0201","Communication Disorders, General.","No substantive changes",yes,="51.0201","Communication Sciences and Disorders, General."
="51.0202","Audiology/Audiologist and Hearing Sciences.","No substantive changes",yes,="51.0202","Audiology/Audiologist."
="51.0203","Speech-Language Pathology/Pathologist.","No substantive changes",no,="51.0203","Speech-Language Pathology/Pathologist."
="51.0204","Audiology/Audiologist and Speech-Language Pathology/Pathologist.","No substantive changes",no,="51.0204","Audiology/Audiologist and Speech-Language Pathology/Pathologist."
="51.0299","Communication Disorders Sciences and Services, Other.","No substantive changes",no,="51.0299","Communication Disorders Sciences and Services, Other."
="51.04","Dentistry (DDS, DMD).","No substantive changes",no,="51.04","Dentistry."
="51.0401","Dentistry (DDS, DMD).","No substantive changes",no,="51.0401","Dentistry."
="51.05","Advanced/Graduate Dentistry and Oral Sciences (Cert., MS, PhD)","No substantive changes",no,="51.05","Advanced/Graduate Dentistry and Oral Sciences."
="51.0501","Dental Clinical Sciences, General (MS, PhD).","No substantive changes",no,="51.0501","Dental Clinical Sciences, General."
="51.0502","Advanced General Dentistry (Cert., MS, PhD)","No substantive changes",no,="51.0502","Advanced General Dentistry."
="51.0503","Oral Biology and Oral Pathology (MS, PhD).","No substantive changes",yes,="51.0503","Oral Biology and Oral and Maxillofacial Pathology."
="51.0504","Dental Public Health and Education (Cert., MS/MPH, PhD/DPH)","No substantive changes",no,="51.0504","Dental Public Health and Education."
="51.0505","Dental Materials (MS, PhD).","No substantive changes",no,="51.0505","Dental Materials."
="51.0506","Endodontics/Endodontology (Cert., MS, PhD)","No substantive changes",no,="51.0506","Endodontics/Endodontology."
="51.0507","Oral/Maxillofacial Surgery (Cert., MS, PhD)","No substantive changes",no,="51.0507","Oral/Maxillofacial Surgery."
="51.0508","Orthodontics/Orthodontology (Cert., MS, PhD)","No substantive changes",yes,="51.0508","Orthodontics/Orthodontology."
="51.0509","Pediatric Dentistry/Pedodontics (Cert., MS, PhD)","No substantive changes",no,="51.0509","Pediatric Dentistry/Pedodontics."
="51.0510","Periodontics/Periodontology (Cert., MS, PhD)","No substantive changes",no,="51.0510","Periodontics/Periodontology."
="51.0511","Prosthodontics/Prosthodontology (Cert., MS, PhD)","No substantive changes",no,="51.0511","Prosthodontics/Prosthodontology."
="51.0599","Advanced/Graduate Dentistry and Oral Sciences, Other.","No substantive changes",no,="51.0599","Advanced/Graduate Dentistry and Oral Sciences, Other."
="51.06","Dental Support Services and Allied Professions.","No substantive changes",no,="51.06","Dental Support Services and Allied Professions."
="51.0601","Dental Assisting/Assistant.","No substantive changes",no,="51.0601","Dental Assisting/Assistant."
="51.0602","Dental Hygiene/Hygienist.","No substantive changes",no,="51.0602","Dental Hygiene/Hygienist."
="51.0603","Dental Laboratory Technology/Technician.","No substantive changes",no,="51.0603","Dental Laboratory Technology/Technician."
="51.0699","Dental Services and Allied Professions, Other.","No substantive changes",no,="51.0699","Dental Services and Allied Professions, Other."
="51.07","Health and Medical Administrative Services.","No substantive changes",no,="51.07","Health and Medical Administrative Services."
="51.0701","Health/Health Care Administration/Management.","No substantive changes",no,="51.0701","Health/Health Care Administration/Management."
="51.0702","Hospital and Health Care Facilities Administration/Management.","No substantive changes",no,="51.0702","Hospital and Health Care Facilities Administration/Management."
="51.0703","Health Unit Coordinator/Ward Clerk.","No substantive changes",no,="51.0703","Health Unit Coordinator/Ward Clerk."
="51.0704","Health Unit Manager/Ward Supervisor.","No substantive changes",no,="51.0704","Health Unit Manager/Ward Supervisor."
="51.0705","Medical Office Management/Administration.","No substantive changes",no,="51.0705","Medical Office Management/Administration."
="51.0706","Health Information/Medical Records Administration/Administrator.","No substantive changes",no,="51.0706","Health Information/Medical Records Administration/Administrator."
="51.0707","Health Information/Medical Records Technology/Technician.","No substantive changes",no,="51.0707","Health Information/Medical Records Technology/Technician."
="51.0708","Medical Transcription/Transcriptionist.","No substantive changes",no,="51.0708","Medical Transcription/Transcriptionist."
="51.0709","Medical Office Computer Specialist/Assistant.","No substantive changes",no,="51.0709","Medical Office Computer Specialist/Assistant."
="51.0710","Medical Office Assistant/Specialist.","No substantive changes",no,="51.0710","Medical Office Assistant/Specialist."
="51.0711","Medical/Health Management and Clinical Assistant/Specialist.","No substantive changes",no,="51.0711","Medical/Health Management and Clinical Assistant/Specialist."
="51.0712","Medical Reception/Receptionist.","No substantive changes",no,="51.0712","Medical Reception/Receptionist."
="51.0713","Medical Insurance Coding Specialist/Coder.","No substantive changes",no,="51.0713","Medical Insurance Coding Specialist/Coder."
="51.0714","Medical Insurance Specialist/Medical Biller.","No substantive changes",no,="51.0714","Medical Insurance Specialist/Medical Biller."
="51.0715","Health/Medical Claims Examiner.","No substantive changes",no,="51.0715","Health/Medical Claims Examiner."
="51.0716","Medical Administrative/Executive Assistant and Medical Secretary.","No substantive changes",no,="51.0716","Medical Administrative/Executive Assistant and Medical Secretary."
="51.0717","Medical Staff Services Technology/Technician.","No substantive changes",no,="51.0717","Medical Staff Services Technology/Technician."
"","","New",no,="51.0718","Long Term Care Administration/Management."
"","","New",no,="51.0719","Clinical Research Coordinator."
="51.0799","Health and Medical Administrative Services, Other.","No substantive changes",no,="51.0799","Health and Medical Administrative Services, Other."
="51.08","Allied Health and Medical Assisting Services.","No substantive changes",no,="51.08","Allied Health and Medical Assisting Services."
="51.0801","Medical/Clinical Assistant.","No substantive changes",no,="51.0801","Medical/Clinical Assistant."
="51.0802","Clinical/Medical Laboratory Assistant.","No substantive changes",no,="51.0802","Clinical/Medical Laboratory Assistant."
="51.0803","Occupational Therapist Assistant.","No substantive changes",no,="51.0803","Occupational Therapist Assistant."
="51.0805","Pharmacy Technician/Assistant.","No substantive changes",no,="51.0805","Pharmacy Technician/Assistant."
="51.0806","Physical Therapist Assistant.","No substantive changes",yes,="51.0806","Physical Therapy Technician/Assistant."
="51.0808","Veterinary/Animal Health Technology/Technician and Veterinary Assistant.","No substantive changes",no,="51.0808","Veterinary/Animal Health Technology/Technician and Veterinary Assistant."
="51.0809","Anesthesiologist Assistant.","No substantive changes",no,="51.0809","Anesthesiologist Assistant."
="51.0810","Emergency Care Attendant (EMT Ambulance).","No substantive changes",no,="51.0810","Emergency Care Attendant (EMT Ambulance)."
="51.0811","Pathology/Pathologist Assistant.","No substantive changes",no,="51.0811","Pathology/Pathologist Assistant."
="51.0812","Respiratory Therapy Technician/Assistant.","No substantive changes",no,="51.0812","Respiratory Therapy Technician/Assistant."
="51.0813","Chiropractic Assistant/Technician.","No substantive changes",no,="51.0813","Chiropractic Assistant/Technician."
"","","New",no,="51.0814","Radiologist Assistant."
"","","New",no,="51.0815","Lactation Consultant."
"","","New",no,="51.0816","Speech-Language Pathology Assistant."
="51.0899","Allied Health and Medical Assisting Services, Other.","No substantive changes",no,="51.0899","Allied Health and Medical Assisting Services, Other."
="51.09","Allied Health Diagnostic, Intervention, and Treatment Professions.","No substantive changes",no,="51.09","Allied Health Diagnostic, Intervention, and Treatment Professions."
="51.0901","Cardiovascular Technology/Technologist.","No substantive changes",no,="51.0901","Cardiovascular Technology/Technologist."
="51.0902","Electrocardiograph Technology/Technician.","No substantive changes",no,="51.0902","Electrocardiograph Technology/Technician."
="51.0903","Electroneurodiagnostic/Electroencephalographic Technology/Technologist.","No substantive changes",no,="51.0903","Electroneurodiagnostic/Electroencephalographic Technology/Technologist."
="51.0904","Emergency Medical Technology/Technician (EMT Paramedic).","No substantive changes",no,="51.0904","Emergency Medical Technology/Technician (EMT Paramedic)."
="51.0905","Nuclear Medical Technology/Technologist.","No substantive changes",no,="51.0905","Nuclear Medical Technology/Technologist."
="51.0906","Perfusion Technology/Perfusionist.","No substantive changes",no,="51.0906","Perfusion Technology/Perfusionist."
="51.0907","Medical Radiologic Technology/Science - Radiation Therapist.","No substantive changes",no,="51.0907","Medical Radiologic Technology/Science - Radiation Therapist."
="51.0908","Respiratory Care Therapy/Therapist.","No substantive changes",no,="51.0908","Respiratory Care Therapy/Therapist."
="51.0909","Surgical Technology/Technologist.","No substantive changes",no,="51.0909","Surgical Technology/Technologist."
="51.0910","Diagnostic Medical Sonography/Sonographer and Ultrasound Technician.","No substantive changes",no,="51.0910","Diagnostic Medical Sonography/Sonographer and Ultrasound Technician."
="51.0911","Radiologic Technology/Science - Radiographer.","No substantive changes",no,="51.0911","Radiologic Technology/Science - Radiographer."
="51.0912","Physician Assistant.","No substantive changes",no,="51.0912","Physician Assistant."
="51.0913","Athletic Training/Trainer.","No substantive changes",no,="51.0913","Athletic Training/Trainer."
="51.0914","Gene/Genetic Therapy.","No substantive changes",no,="51.0914","Gene/Genetic Therapy."
="51.0915","Cardiopulmonary Technology/Technologist.","No substantive changes",no,="51.0915","Cardiopulmonary Technology/Technologist."
="51.0916","Radiation Protection/Health Physics Technician.","No substantive changes",no,="51.0916","Radiation Protection/Health Physics Technician."
"","","New",no,="51.0917","Polysomnography."
"","","New",no,="51.0918","Hearing Instrument Specialist."
"","","New",no,="51.0919","Mammography Technician/Technology."
"","","New",no,="51.0920","Magnetic Resonance Imaging (MRI) Technology/Technician."
="51.0999","Allied Health Diagnostic, Intervention, and Treatment Professions, Other.","No substantive changes",no,="51.0999","Allied Health Diagnostic, Intervention, and Treatment Professions, Other."
="51.10","Clinical/Medical Laboratory Science and Allied Professions.","No substantive changes",yes,="51.10","Clinical/Medical Laboratory Science/Research and Allied Professions."
="51.1001","Blood Bank Technology Specialist.","No substantive changes",no,="51.1001","Blood Bank Technology Specialist."
="51.1002","Cytotechnology/Cytotechnologist.","No substantive changes",no,="51.1002","Cytotechnology/Cytotechnologist."
="51.1003","Hematology Technology/Technician.","No substantive changes",no,="51.1003","Hematology Technology/Technician."
="51.1004","Clinical/Medical Laboratory Technician.","No substantive changes",no,="51.1004","Clinical/Medical Laboratory Technician."
="51.1005","Clinical Laboratory Science/Medical Technology/Technologist.","No substantive changes",yes,="51.1005","Clinical Laboratory Science/Medical Technology/Technologist."
="51.1006","Ophthalmic Laboratory Technology/Technician.","No substantive changes",yes,="51.1006","Ophthalmic Laboratory Technology/Technician."
="51.1007","Histologic Technology/Histotechnologist.","No substantive changes",no,="51.1007","Histologic Technology/Histotechnologist."
="51.1008","Histologic Technician.","No substantive changes",no,="51.1008","Histologic Technician."
="51.1009","Phlebotomy/Phlebotomist.","No substantive changes",yes,="51.1009","Phlebotomy Technician/Phlebotomist."
="51.1010","Cytogenetics/Genetics/Clinical Genetics Technology/Technologist.","No substantive changes",no,="51.1010","Cytogenetics/Genetics/Clinical Genetics Technology/Technologist."
="51.1011","Renal/Dialysis Technologist/Technician.","No substantive changes",no,="51.1011","Renal/Dialysis Technologist/Technician."
"","","New",no,="51.1012","Sterile Processing Technology/Technician."
="51.1099","Clinical/Medical Laboratory Science and Allied Professions, Other.","No substantive changes",no,="51.1099","Clinical/Medical Laboratory Science and Allied Professions, Other."
="51.11","Health/Medical Preparatory Programs.","No substantive changes",no,="51.11","Health/Medical Preparatory Programs."
="51.1101","Pre-Dentistry Studies.","No substantive changes",no,="51.1101","Pre-Dentistry Studies."
="51.1102","Pre-Medicine/Pre-Medical Studies.","No substantive changes",no,="51.1102","Pre-Medicine/Pre-Medical Studies."
="51.1103","Pre-Pharmacy Studies.","No substantive changes",no,="51.1103","Pre-Pharmacy Studies."
="51.1104","Pre-Veterinary Studies.","No substantive changes",no,="51.1104","Pre-Veterinary Studies."
="51.1105","Pre-Nursing Studies.","No substantive changes",no,="51.1105","Pre-Nursing Studies."
"","","New",no,="51.1106","Pre-Chiropractic Studies."
"","","New",no,="51.1107","Pre-Occupational Therapy Studies."
"","","New",no,="51.1108","Pre-Optometry Studies."
"","","New",no,="51.1109","Pre-Physical Therapy Studies."
="51.1199","Health/Medical Preparatory Programs, Other.","No substantive changes",no,="51.1199","Health/Medical Preparatory Programs, Other."
="51.12","Medicine (MD).","No substantive changes",no,="51.12","Medicine."
="51.1201","Medicine (MD).","No substantive changes",no,="51.1201","Medicine."
="51.14","Medical Clinical Sciences/Graduate Medical Studies.","No substantive changes",no,="51.14","Medical Clinical Sciences/Graduate Medical Studies."
="51.1401","Medical Scientist (MS, PhD).","No substantive changes",yes,="51.1401","Medical Scientist."
="51.15","Mental and Social Health Services and Allied Professions.","No substantive changes",no,="51.15","Mental and Social Health Services and Allied Professions."
="51.1501","Substance Abuse/Addiction Counseling.","No substantive changes",no,="51.1501","Substance Abuse/Addiction Counseling."
="51.1502","Psychiatric/Mental Health Services Technician.","No substantive changes",no,="51.1502","Psychiatric/Mental Health Services Technician."
="51.1503","Clinical/Medical Social Work.","No substantive changes",no,="51.1503","Clinical/Medical Social Work."
="51.1504","Community Health Services/Liaison/Counseling.","No substantive changes",no,="51.1504","Community Health Services/Liaison/Counseling."
="51.1505","Marriage and Family Therapy/Counseling.","No substantive changes",no,="51.1505","Marriage and Family Therapy/Counseling."
="51.1506","Clinical Pastoral Counseling/Patient Counseling.","No substantive changes",yes,="51.1506","Clinical Pastoral Counseling/Patient Counseling."
="51.1507","Psychoanalysis and Psychotherapy.","No substantive changes",no,="51.1507","Psychoanalysis and Psychotherapy."
="51.1508","Mental Health Counseling/Counselor.","No substantive changes",no,="51.1508","Mental Health Counseling/Counselor."
="51.1509","Genetic Counseling/Counselor.","No substantive changes",no,="51.1509","Genetic Counseling/Counselor."
="51.1599","Mental and Social Health Services and Allied Professions, Other.","No substantive changes",no,="51.1599","Mental and Social Health Services and Allied Professions, Other."
="51.16","Nursing.","Deleted",no,="51.16","Deleted, report under 51.38, 51.39"
="51.1601","Nursing/Registered Nurse (RN, ASN, BSN, MSN).","Moved to",yes,="51.3801","Registered Nursing/Registered Nurse."
="51.1602","Nursing Administration (MSN, MS, PhD).","Moved to",no,="51.3802","Nursing Administration."
="51.1603","Adult Health Nurse/Nursing.","Moved to",no,="51.3803","Adult Health Nurse/Nursing."
="51.1604","Nurse Anesthetist.","Moved to",no,="51.3804","Nurse Anesthetist."
="51.1605","Family Practice Nurse/Nurse Practitioner.","Moved to",no,="51.3805","Family Practice Nurse/Nursing."
="51.1606","Maternal/Child Health and Neonatal Nurse/Nursing.","Moved to",no,="51.3806","Maternal/Child Health and Neonatal Nurse/Nursing."
="51.1607","Nurse Midwife/Nursing Midwifery.","Moved to",no,="51.3807","Nurse Midwife/Nursing Midwifery."
="51.1608","Nursing Science (MS, PhD).","Moved to",no,="51.3808","Nursing Science."
="51.1609","Pediatric Nurse/Nursing.","Moved to",no,="51.3809","Pediatric Nurse/Nursing."
="51.1610","Psychiatric/Mental Health Nurse/Nursing.","Moved to",no,="51.3810","Psychiatric/Mental Health Nurse/Nursing."
="51.1611","Public Health/Community Nurse/Nursing.","Moved to",no,="51.3811","Public Health/Community Nurse/Nursing."
="51.1612","Perioperative/Operating Room and Surgical Nurse/Nursing.","Moved to",no,="51.3812","Perioperative/Operating Room and Surgical Nurse/Nursing."
="51.1613","Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl, AAS)","Moved to",no,="51.3901","Licensed Practical/Vocational Nurse Training."
="51.1614","Nurse/Nursing Assistant/Aide and Patient Care Assistant.","Moved to",yes,="51.3902","Nursing Assistant/Aide and Patient Care Assistant/Aide."
="51.1616","Clinical Nurse Specialist.","Moved to",no,="51.3813","Clinical Nurse Specialist."
="51.1617","Critical Care Nursing.","Moved to",no,="51.3814","Critical Care Nursing."
="51.1618","Occupational and Environmental Health Nursing.","Moved to",no,="51.3815","Occupational and Environmental Health Nursing."
="51.1699","Nursing, Other.","Deleted",no,="51.1699","Deleted, report under 51.38, 51.39"
="51.17","Optometry (OD).","No substantive changes",no,="51.17","Optometry."
="51.1701","Optometry (OD).","No substantive changes",no,="51.1701","Optometry."
="51.18","Ophthalmic and Optometric Support Services and Allied Professions.","No substantive changes",no,="51.18","Ophthalmic and Optometric Support Services and Allied Professions."
="51.1801","Opticianry/Ophthalmic Dispensing Optician.","No substantive changes",no,="51.1801","Opticianry/Ophthalmic Dispensing Optician."
="51.1802","Optometric Technician/Assistant.","No substantive changes",no,="51.1802","Optometric Technician/Assistant."
="51.1803","Ophthalmic Technician/Technologist.","No substantive changes",no,="51.1803","Ophthalmic Technician/Technologist."
="51.1804","Orthoptics/Orthoptist.","No substantive changes",no,="51.1804","Orthoptics/Orthoptist."
="51.1899","Ophthalmic and Optometric Support Services and Allied Professions, Other.","No substantive changes",no,="51.1899","Ophthalmic and Optometric Support Services and Allied Professions, Other."
="51.19","Osteopathic Medicine/Osteopathy (DO).","No substantive changes",no,="51.19","Osteopathic Medicine/Osteopathy."
="51.1901","Osteopathic Medicine/Osteopathy (DO).","No substantive changes",no,="51.1901","Osteopathic Medicine/Osteopathy."
="51.20","Pharmacy, Pharmaceutical Sciences, and Administration.","No substantive changes",no,="51.20","Pharmacy, Pharmaceutical Sciences, and Administration."
="51.2001","Pharmacy (PharmD [USA], PharmD or BS/BPharm [Canada]).","No substantive changes",no,="51.2001","Pharmacy."
="51.2002","Pharmacy Administration and Pharmacy Policy and Regulatory Affairs (MS, PhD).","No substantive changes",no,="51.2002","Pharmacy Administration and Pharmacy Policy and Regulatory Affairs."
="51.2003","Pharmaceutics and Drug Design (MS, PhD).","No substantive changes",no,="51.2003","Pharmaceutics and Drug Design."
="51.2004","Medicinal and Pharmaceutical Chemistry (MS, PhD).","No substantive changes",no,="51.2004","Medicinal and Pharmaceutical Chemistry."
="51.2005","Natural Products Chemistry and Pharmacognosy (MS, PhD).","No substantive changes",no,="51.2005","Natural Products Chemistry and Pharmacognosy."
="51.2006","Clinical and Industrial Drug Development (MS, PhD).","No substantive changes",no,="51.2006","Clinical and Industrial Drug Development."
="51.2007","Pharmacoeconomics/Pharmaceutical Economics (MS, PhD).","No substantive changes",no,="51.2007","Pharmacoeconomics/Pharmaceutical Economics."
="51.2008","Clinical, Hospital, and Managed Care Pharmacy (MS, PhD).","No substantive changes",no,="51.2008","Clinical, Hospital, and Managed Care Pharmacy."
="51.2009","Industrial and Physical Pharmacy and Cosmetic Sciences (MS, PhD).","No substantive changes",no,="51.2009","Industrial and Physical Pharmacy and Cosmetic Sciences."
"","","New",no,="51.2010","Pharmaceutical Sciences."
"","","New",no,="51.2011","Pharmaceutical Marketing and Management."
="51.2099","Pharmacy, Pharmaceutical Sciences, and Administration, Other.","No substantive changes",no,="51.2099","Pharmacy, Pharmaceutical Sciences, and Administration, Other."
="51.21","Podiatric Medicine/Podiatry (DPM).","No substantive changes",no,="51.21","Podiatric Medicine/Podiatry."
="51.2101","Podiatric Medicine/Podiatry (DPM).","No substantive changes",no,="51.2101","Podiatric Medicine/Podiatry."
="51.22","Public Health.","No substantive changes",no,="51.22","Public Health."
="51.2201","Public Health, General (MPH, DPH).","No substantive changes",yes,="51.2201","Public Health, General."
="51.2202","Environmental Health.","No substantive changes",yes,="51.2202","Environmental Health."
="51.2205","Health/Medical  Physics.","No substantive changes",no,="51.2205","Health/Medical  Physics."
="51.2206","Occupational Health and Industrial Hygiene.","No substantive changes",no,="51.2206","Occupational Health and Industrial Hygiene."
="51.2207","Public Health Education and Promotion.","No substantive changes",no,="51.2207","Public Health Education and Promotion."
="51.2208","Community Health and Preventive Medicine.","No substantive changes",no,="51.2208","Community Health and Preventive Medicine."
="51.2209","Maternal and Child Health.","No substantive changes",no,="51.2209","Maternal and Child Health."
="51.2210","International Public Health/International Health.","No substantive changes",no,="51.2210","International Public Health/International Health."
="51.2211","Health Services Administration.","No substantive changes",no,="51.2211","Health Services Administration."
"","","New",no,="51.2212","Behavioral Aspects of Health."
="51.2299","Public Health, Other.","No substantive changes",no,="51.2299","Public Health, Other."
="51.23","Rehabilitation and Therapeutic Professions.","No substantive changes",no,="51.23","Rehabilitation and Therapeutic Professions."
="51.2301","Art Therapy/Therapist.","No substantive changes",no,="51.2301","Art Therapy/Therapist."
="51.2302","Dance Therapy/Therapist.","No substantive changes",no,="51.2302","Dance Therapy/Therapist."
="51.2305","Music Therapy/Therapist.","No substantive changes",no,="51.2305","Music Therapy/Therapist."
="51.2306","Occupational Therapy/Therapist.","No substantive changes",no,="51.2306","Occupational Therapy/Therapist."
="51.2307","Orthotist/Prosthetist.","No substantive changes",no,="51.2307","Orthotist/Prosthetist."
="51.2308","Physical Therapy/Therapist.","No substantive changes",no,="51.2308","Physical Therapy/Therapist."
="51.2309","Therapeutic Recreation/Recreational Therapy.","No substantive changes",no,="51.2309","Therapeutic Recreation/Recreational Therapy."
="51.2310","Vocational Rehabilitation Counseling/Counselor.","No substantive changes",yes,="51.2310","Vocational Rehabilitation Counseling/Counselor."
="51.2311","Kinesiotherapy/Kinesiotherapist.","No substantive changes",no,="51.2311","Kinesiotherapy/Kinesiotherapist."
="51.2312","Assistive/Augmentative Technology and Rehabiliation Engineering.","No substantive changes",no,="51.2312","Assistive/Augmentative Technology and Rehabilitation Engineering."
"","","New",no,="51.2313","Animal-Assisted Therapy."
"","","New",no,="51.2314","Rehabilitation Science."
="51.2399","Rehabilitation and Therapeutic Professions, Other.","No substantive changes",no,="51.2399","Rehabilitation and Therapeutic Professions, Other."
="51.24","Veterinary Medicine (DVM).","No substantive changes",no,="51.24","Veterinary Medicine."
="51.2401","Veterinary Medicine (DVM).","No substantive changes",no,="51.2401","Veterinary Medicine."
="51.25","Veterinary Biomedical and Clinical Sciences (Cert., MS, PhD)","No substantive changes",no,="51.25","Veterinary Biomedical and Clinical Sciences."
="51.2501","Veterinary Sciences/Veterinary Clinical Sciences, General (Cert., MS, PhD)","No substantive changes",no,="51.2501","Veterinary Sciences/Veterinary Clinical Sciences, General."
="51.2502","Veterinary Anatomy (Cert., MS, PhD)","No substantive changes",no,="51.2502","Veterinary Anatomy."
="51.2503","Veterinary Physiology (Cert., MS, PhD)","No substantive changes",no,="51.2503","Veterinary Physiology."
="51.2504","Veterinary Microbiology and Immunobiology (Cert., MS, PhD)","No substantive changes",no,="51.2504","Veterinary Microbiology and Immunobiology."
="51.2505","Veterinary Pathology and Pathobiology (Cert., MS, PhD)","No substantive changes",no,="51.2505","Veterinary Pathology and Pathobiology."
="51.2506","Veterinary Toxicology and Pharmacology (Cert., MS, PhD)","No substantive changes",no,="51.2506","Veterinary Toxicology and Pharmacology."
="51.2507","Large Animal/Food Animal and Equine Surgery and Medicine (Cert., MS, PhD)","No substantive changes",no,="51.2507","Large Animal/Food Animal and Equine Surgery and Medicine."
="51.2508","Small/Companion Animal Surgery and Medicine (Cert., MS, PhD)","No substantive changes",no,="51.2508","Small/Companion Animal Surgery and Medicine."
="51.2509","Comparative and Laboratory Animal Medicine (Cert., MS, PhD)","No substantive changes",no,="51.2509","Comparative and Laboratory Animal Medicine."
="51.2510","Veterinary Preventive Medicine Epidemiology, and Public Health (Cert., MS, PhD)","No substantive changes",no,="51.2510","Veterinary Preventive Medicine, Epidemiology, and Public Health."
="51.2511","Veterinary Infectious Diseases (Cert., MS, PhD)","No substantive changes",no,="51.2511","Veterinary Infectious Diseases."
="51.2599","Veterinary Biomedical and Clinical Sciences, Other (Cert., MS. PhD)","No substantive changes",no,="51.2599","Veterinary Biomedical and Clinical Sciences, Other."
="51.26","Health Aides/Attendants/Orderlies.","No substantive changes",no,="51.26","Health Aides/Attendants/Orderlies."
="51.2601","Health Aide.","No substantive changes",no,="51.2601","Health Aide."
="51.2602","Home Health Aide/Home Attendant.","No substantive changes",no,="51.2602","Home Health Aide/Home Attendant."
="51.2603","Medication Aide.","No substantive changes",no,="51.2603","Medication Aide."
"","","New",no,="51.2604","Rehabilitation Aide."
="51.2699","Health Aides/Attendants/Orderlies, Other.","No substantive changes",no,="51.2699","Health Aides/Attendants/Orderlies, Other."
="51.27","Medical Illustration and Informatics.","No substantive changes",no,="51.27","Medical Illustration and Informatics."
="51.2703","Medical Illustration/Medical Illustrator.","No substantive changes",no,="51.2703","Medical Illustration/Medical Illustrator."
="51.2706","Medical Informatics.","No substantive changes",no,="51.2706","Medical Informatics."
="51.2799","Medical Illustration and Informatics, Other.","No substantive changes",no,="51.2799","Medical Illustration and Informatics, Other."
="51.31","Dietetics and Clinical Nutrition Services.","No substantive changes",no,="51.31","Dietetics and Clinical Nutrition Services."
="51.3101","Dietetics/Dietitian (RD).","No substantive changes",no,="51.3101","Dietetics/Dietitian."
="51.3102","Clinical Nutrition/Nutritionist.","No substantive changes",no,="51.3102","Clinical Nutrition/Nutritionist."
="51.3103","Dietetic Technician (DTR).","No substantive changes",no,="51.3103","Dietetic Technician."
="51.3104","Dietitian Assistant.","No substantive changes",no,="51.3104","Dietitian Assistant."
="51.3199","Dietetics and Clinical Nutrition Services, Other.","No substantive changes",no,="51.3199","Dietetics and Clinical Nutrition Services, Other."
="51.32","Bioethics/Medical Ethics.","No substantive changes",no,="51.32","Bioethics/Medical Ethics."
="51.3201","Bioethics/Medical Ethics.","No substantive changes",no,="51.3201","Bioethics/Medical Ethics."
="51.33","Alternative and Complementary Medicine and Medical Systems.","No substantive changes",no,="51.33","Alternative and Complementary Medicine and Medical Systems."
"","","New",no,="51.3300","Alternative and Complementary Medicine and Medical Systems, General."
="51.3301","Acupuncture.","No substantive changes",yes,="51.3301","Acupuncture and Oriental Medicine."
="51.3302","Traditional Chinese/Asian Medicine and Chinese Herbology.","No substantive changes",yes,="51.3302","Traditional Chinese Medicine and Chinese Herbology."
="51.3303","Naturopathic Medicine/Naturopathy (ND).","No substantive changes",no,="51.3303","Naturopathic Medicine/Naturopathy."
="51.3304","Homeopathic Medicine/Homeopathy.","No substantive changes",no,="51.3304","Homeopathic Medicine/Homeopathy."
="51.3305","Ayurvedic Medicine/Ayurveda.","No substantive changes",no,="51.3305","Ayurvedic Medicine/Ayurveda."
"","","New",no,="51.3306","Holistic Health."
="51.3399","Alternative and Complementary Medicine and Medical Systems, Other.","No substantive changes",no,="51.3399","Alternative and Complementary Medicine and Medical Systems, Other."
="51.34","Alternative and Complementary Medical Support Services.","No substantive changes",no,="51.34","Alternative and Complementary Medical Support Services."
="51.3401","Direct Entry Midwifery (LM, CPM).","No substantive changes",no,="51.3401","Direct Entry Midwifery."
="51.3499","Alternative and Complementary Medical Support Services, Other.","No substantive changes",no,="51.3499","Alternative and Complementary Medical Support Services, Other."
="51.35","Somatic Bodywork and Related Therapeutic Services.","No substantive changes",no,="51.35","Somatic Bodywork and Related Therapeutic Services."
="51.3501","Massage Therapy/Therapeutic Massage.","No substantive changes",no,="51.3501","Massage Therapy/Therapeutic Massage."
="51.3502","Asian Bodywork Therapy.","No substantive changes",no,="51.3502","Asian Bodywork Therapy."
="51.3503","Somatic Bodywork.","No substantive changes",no,="51.3503","Somatic Bodywork."
="51.3599","Somatic Bodywork and Related Therapeutic Services, Other.","No substantive changes",no,="51.3599","Somatic Bodywork and Related Therapeutic Services, Other."
="51.36","Movement and Mind-Body Therapies and Education.","No substantive changes",no,="51.36","Movement and Mind-Body Therapies and Education."
="51.3601","Movement Therapy and Movement Education.","No substantive changes",no,="51.3601","Movement Therapy and Movement Education."
="51.3602","Yoga Teacher Training/Yoga Therapy.","No substantive changes",no,="51.3602","Yoga Teacher Training/Yoga Therapy."
="51.3603","Hypnotherapy/Hypnotherapist.","No substantive changes",no,="51.3603","Hypnotherapy/Hypnotherapist."
="51.3699","Movement and Mind-Body Therapies and Education, Other.","No substantive changes",no,="51.3699","Movement and Mind-Body Therapies and Education, Other."
