CIPCODE,CIPTitle,Discipline,Historical Categories,Associates, Bachelors,Masters,Doctoral
51.0711,Medical/Health Management and Clinical Assistant/Specialist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0712,Medical Reception/Receptionist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0713,Medical Insurance Coding Specialist/Coder,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0714,Medical Insurance Specialist/Medical Biller,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0715,Health/Medical Claims Examiner,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0716,Medical Administrative/Executive Assistant and Medical Secretary,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0717,Medical Staff Services Technology/Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0718,Long Term Care Administration/Management,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0719,Clinical Research Coordinator,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0799,"Health and Medical Administrative Services, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0801,Medical/Clinical Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0802,Clinical/Medical Laboratory Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0803,Occupational Therapist Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0805,Pharmacy Technician/Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0806,Physical Therapy Technician/Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0808,Veterinary/Animal Health Technology/Technician and Veterinary Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0809,Anesthesiologist Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.081,Emergency Care Attendant (EMT Ambulance),Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0811,Pathology/Pathologist Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0812,Respiratory Therapy Technician/Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0813,Chiropractic Assistant/Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0814,Radiologist Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0815,Lactation Consultant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0816,Speech-Language Pathology Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0899,"Health/Medical Assisting Services, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0901,Cardiovascular Technology/Technologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0902,Electrocardiograph Technology/Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0904,Emergency Medical Technology/Technician (EMT Paramedic),Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0905,Nuclear Medical Technology/Technologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0906,Perfusion Technology/Perfusionist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0907,Medical Radiologic Technology/Science – Radiation Therapist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0908,Respiratory Care Therapy/Therapist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0909,Surgical Technology/Technologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.091,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0911,Radiologic Technology/Science – Radiographer,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0912,Physician Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0913,Athletic Training/Trainer,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0914,Gene/Genetic Therapy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0915,Cardiopulmonary Technology/Technologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0916,Radiation Protection/Health Physics Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0917,Polysomnography,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0918,Hearing Instrument Specialist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0919,Mammography Technician/Technology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.092,Magnetic Resonance Imaging (MRI) Technology/Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.0999,"Allied Health Diagnostic, Intervention, and Treatment Professions, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1001,Blood Bank Technology Specialist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1002,Cytotechnology/Cytotechnologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1003,Hematology Technology/Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1004,Clinical/Medical Laboratory Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1005,Clinical Laboratory Science/Medical Technology/Technologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1006,Ophthalmic Laboratory Technology/Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1007,Histologic Technology/Histotechnologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1008,Histologic Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1009,Phlebotomy Technician/Phlebotomist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.101,Cytogenetics/Genetics/Clinical Genetics Technology/Technologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1011,Renal/Dialysis Technologist/Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1012,Sterile Processing Technology/Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1099,"Clinical/Medical Laboratory Science and Allied Professions, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1101,Pre-Dentistry Studies,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1102,Pre-Medicine/Pre-Medical Studies,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1103,Pre-Pharmacy Studies,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1104,Pre-Veterinary Studies,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1105,Pre-Nursing Studies,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1106,Pre-Chiropractic Studies,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1107,Pre-Occupational Therapy Studies,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1108,Pre-Optometry Studies,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1109,Pre-Physical Therapy Studies,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1199,"Health/Medical Preparatory Programs, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1201,Medicine,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1301,Medical Anatomy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1302,Medical Biochemistry,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1304,Medical Physics/Biophysics,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1305,Medical Cell Biology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1307,Medical Immunology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1308,Medical Microbiology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1309,Medical Molecular Biology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1311,Medical Nutrition,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1312,Medical Pathology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1313,Medical Physiology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1314,Medical Toxicology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1399,"Basic Medical Sciences, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1401,Medical Scientist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1501,Substance Abuse/Addiction Counseling,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1502,Psychiatric/Mental Health Services Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1503,Clinical/Medical Social Work,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1504,Community Health Services/Liaison/Counseling,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1505,Marriage and Family Therapy/Counseling,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1506,Clinical Pastoral Counseling/Patient Counseling,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1507,Psychoanalysis and Psychotherapy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1508,Mental Health Counseling/Counselor,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1509,Genetic Counseling/Counselor,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1599,"Mental and Social Health Services and Allied Professions, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1699,"Nursing, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1701,Optometry,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1801,Opticianry/Ophthalmic Dispensing Optician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1802,Optomeric Technician/Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1803,Ophthalmic Technician/Technologist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1804,Orthoptics/Orthoptist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1899,"Ophthalmic and Optometric Support Services and Allied Professions, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.1901,Osteopathic Medicine/Osteopathy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2001,Pharmacy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2002,Pharmacy Administration and Pharmacy Policy and Regulatory Affairs,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2003,Pharmaceutics and Drug Design,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2004,Medicinal and Pharmaceutical Chemistry,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2005,Natural Products Chemistry and Pharmacognosy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2006,Clinical and Industrial Drug Development,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2007,Pharmacoeconomics/Pharmaceutical Economics,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2008,"Clinical, Hospital, and Managed Care Pharmacy",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2009,Industrial and Physical Pharmacy and Cosmetic Sciences,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.201,Pharmaceutical Sciences,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2011,Pharmaceutical Marketing and Management,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2099,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2101,Podiatric Medicine/Podiatry,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2201,"Public Health, General",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2202,Environmental Health,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2204,Health and Medical Biostatistics,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2205,Health/ Medical Physics,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2206,Occupational Health and Industrial Hygiene,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2207,Public Health Education and Promotion,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2208,Community Health and Preventive Medicine,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2209,Maternal and Child Health,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.221,International Public Health/International Health,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2211,Health Services Administration,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2212,Behavioral Aspects of Health,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2299,"Public Health, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2301,Art Therapy/Therapist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2302,Dance Therapy/Therapist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2305,Music Therapy/Therapist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2306,Occupational Therapy/Therapist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2307,Orthotist/Prosthetist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2308,Physical Therapy/Therapist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2309,Therapeutic Recreation/ Recreational Therapy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.231,Vocational Rehabilitation Counseling/Counselor,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2311,Kinesiotherapy/Kinesiotherapist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2312,Assistive/Augmentative Technology and Rehabilitation Engineering,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2313,Animal-Assisted Therapy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2314,Rehabilitation Science,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2399,"Rehabilitation and Therapeutic Professions, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2401,Veterinary Medicine,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2501,"Veterinary Sciences/Veterinary Clinical Sciences, General",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2502,Veterinary Anatomy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2503,Veterinary Physiology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2504,Veterinary Microbiology and Immunobiology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2505,Veterinary Pathology and Pathobiology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2506,Veterinary Toxicology and Pharmacology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2507,Large Animal/Food Animal and Equine Surgery and Medicine,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2508,Small/Companion Animal Surgery and Medicine,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2509,Comparative and Laboratory Animal Medicine,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.251,"Veterinary Preventive Medicine, Epidemiology, and Public Health",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2511,Veterinary Infectious Diseases,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2599,"Veterinary Biomedical and Clinical Sciences, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2601,Health Aide,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2602,Home Health Aide/Home Attendant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2603,Medication Aide,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2604,Rehabilitation Aide,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2699,"Health Aides/Attendants/Orderlies, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2701,Acupuncture and Oriental Medicine,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2703,Medical Illustration/Medical Illustrator,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2706,Medical Informatics,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2799,"Medical Illustration and Informatics, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2954,Preventive Medicine Residency,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.2999,"Medical Residency Programs, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3101,Dietetics/Dietitian,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3102,Clinical Nutrition/Nutrionist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3103,Dietetic Technician,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3104,Dietitian Assistant,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3188,Dietetics/Human Nutritional Services,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3199,"Dietetics and Clinical Nutrition Services, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3201,Bioethics/Medical Ethics,Philosophy,X,Humanities,Humanities,Humanities,Humanities
51.33,"Alternative and Complementary Medicine and Medical Systems, General",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3301,Acupuncture and Oriental Medicine,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3302,Traditional Chinese Medicine and Chinese Herbology,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3303,Naturopathic Medicine/Naturopathy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3304,Homeopathic Medicine/Homeopathy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3305,Ayurvedic Medicine/Ayurveda,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3306,Holistic Health,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3388,Acupuncture and Oriental Medicine,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3399,"Alternative and Complementary Medicine and Medical Systems, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3401,Direct Entry Midwifery,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3499,"Alternative and Complementary Medical Support Services, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3501,Massage Therapy/Therapeutic Massage,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3502,Asian Bodywork Therapy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3503,Somatic Bodywork,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3599,"Somatic Bodywork and Related Therapeutic Services, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3601,Movement Therapy and Movement Education,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3602,Yoga Teacher Training/Yoga Therapy,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3603,Hypnotherapy/Hypnotherapist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3699,"Movement and Mind-Body Therapies and Education, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3702,Herbalism/Herbalist,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3704,Reiki,Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3799,"Energy and Biologically Based Therapies, Other",Health and Medical,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3801,Registered Nursing/Registered Nurse,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3802,Nursing Administration,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3803,Adult Health Nurse/Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3804,Nurse Anesthetist,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3805,Family Practice Nurse/Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3806,Maternal/Child Health and Neonatal Nurse/Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3807,Nurse Midwife/Nursing Midwifery,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3808,Nursing Science,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3809,Pediatric Nurse/Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.381,Psychiatric/Mental Health Nurse/Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3811,Public Health/Community Nurse/Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3813,Clinical Nurse Specialist,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3814,Critical Care Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3815,Occupational and Environmental Health Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3816,Emergency Room/Trauma Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3817,Nursing Education,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3818,Nursing Practice,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3819,Palliative Care Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.382,Clinical Nurse Leader,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
51.3821,Geriatric Nurse/Nursing,Nursing,,Health/Medical & Natural Sciences,Health & Medical ,Health & Medical,Health & Medical
